original_title,original_language,popularity,spoken_languages,genres,production_companies,production_countries
G-Force,en,26.710398,['English'],"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Whamaphram Productions']",['United States of America']
Wrath of the Titans,en,44.927635,['English'],['Adventure'],"['Legendary Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Cott Productions', 'Furia de Titanes II, A.I.E.']","['Spain', 'United States of America']"
Dark Shadows,en,50.306728,['English'],"['Comedy', 'Fantasy']","['Village Roadshow Pictures', 'Infinitum Nihil', 'GK Films', 'Warner Bros.', 'Tim Burton Productions', 'Dan Curtis Productions', 'Zanuck Company, The']","['Australia', 'United States of America']"
Mission: Impossible - Rogue Nation,en,114.522237,"['Deutsch', 'English', 'svenska']","['Action', 'Adventure', 'Thriller']","['Paramount Pictures', 'Skydance Productions', 'China Movie Channel', 'Bad Robot', 'TC Productions', 'Alibaba Pictures Group', 'Odin']","['China', 'United States of America']"
The Wolfman,en,21.214571,['English'],"['Drama', 'Horror', 'Thriller']","['Universal Pictures', 'Stuber Productions', 'Relativity Media']",['United States of America']
Bee Movie,en,29.332905,['English'],"['Family', 'Animation', 'Adventure', 'Comedy']","['Pacific Data Images (PDI)', 'DreamWorks Animation', 'Columbus 81 Productions']",['United States of America']
Kung Fu Panda 2,en,51.247321,['English'],"['Animation', 'Family']",['DreamWorks Animation'],['United States of America']
The Last Airbender,en,33.769336,['English'],"['Action', 'Adventure', 'Family', 'Fantasy']","['Paramount Pictures', 'Nickelodeon Movies', 'Kennedy/Marshall Company, The', 'Industrial Light & Magic (ILM)', 'Blinding Edge Pictures']",['United States of America']
Mission: Impossible III,en,63.079003,"['Deutsch', 'English', 'Italiano', '普通话', 'Český', '广州话 / 廣州話']","['Adventure', 'Action', 'Thriller']","['Paramount Pictures', 'Cruise/Wagner Productions', 'Studio Babelsberg', 'MI 3 Film', 'China Film Co-Production Corporation', 'China Film Group Corporation (CFGC)', 'The Fourth Production Company Film Group']","['China', 'Germany', 'United States of America']"
White House Down,en,39.004588,['English'],"['Action', 'Drama', 'Thriller']","['Columbia Pictures', 'Centropolis Entertainment', 'Iron Horse Entertainment (II)', 'Mythology Entertainment (II)']",['United States of America']
Mars Needs Moms,en,12.362599,['English'],"['Adventure', 'Animation', 'Family']",['Walt Disney Animation Studios'],['United States of America']
Flushed Away,en,22.550135,['English'],"['Adventure', 'Animation', 'Comedy', 'Family']","['Aardman Animations', 'DreamWorks Animation']","['United Kingdom', 'United States of America']"
Pan,en,48.03528,['English'],"['Adventure', 'Family', 'Fantasy']","['Warner Bros.', 'Moving Picture Company (MPC)', 'Berlanti Productions', 'RatPac-Dune Entertainment']",['United States of America']
Mr. Peabody & Sherman,en,38.73494,['English'],"['Animation', 'Adventure', 'Family']","['Pacific Data Images (PDI)', 'DreamWorks Animation', 'Classic Media Productions', 'Bullwinkle Studios']",['United States of America']
Troy,en,66.803149,['English'],"['Adventure', 'Drama', 'War']","['Plan B Entertainment', 'Warner Bros.', 'Nimar Studios', 'Radiant Productions', 'Helena Productions', 'Latina Pictures']","['United States of America', 'Malta', 'United Kingdom']"
Madagascar 3: Europe's Most Wanted,en,44.989192,"['English', 'Español', 'ภาษาไทย']","['Animation', 'Family']",['DreamWorks Animation'],['United States of America']
Die Another Day,en,54.159392,"['English', '한국어/조선말', '广州话 / 廣州話', 'Deutsch', 'Español', 'Íslenska', 'Italiano']","['Adventure', 'Action', 'Thriller']",['Eon Productions'],"['United Kingdom', 'United States of America']"
Ghostbusters,en,66.21806,['English'],"['Action', 'Fantasy', 'Comedy']","['Columbia Pictures', 'Village Roadshow Pictures', 'Montecito Picture Company, The', 'LStar Capital', 'Feigco Entertainment', 'Pascal Pictures', 'Ghostcorps']",['United States of America']
Armageddon,en,58.485967,"['English', 'Pусский']","['Action', 'Thriller', 'Science Fiction', 'Adventure']","['Jerry Bruckheimer Films', 'Touchstone Pictures', 'Valhalla Motion Pictures']",['United States of America']
Men in Black II,en,91.332849,['English'],"['Action', 'Adventure', 'Comedy', 'Science Fiction']","['Columbia Pictures', 'Amblin Entertainment', 'Columbia Pictures Corporation', 'Parkes+MacDonald Image Nation']",['United States of America']
Beowulf,en,35.601665,['English'],"['Adventure', 'Action', 'Animation']","['Paramount Pictures', 'Shangri-La Entertainment', 'ImageMovers', 'Paramount Animation']",['United States of America']
Kung Fu Panda 3,en,56.747978,['English'],"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['Twentieth Century Fox Film Corporation', 'DreamWorks Animation', 'China Film Co.', 'Oriental DreamWorks']","['China', 'United States of America']"
Mission: Impossible - Ghost Protocol,en,77.77477,"['English', 'Pусский', 'Français', 'العربية', 'svenska']","['Action', 'Thriller', 'Adventure']","['Paramount Pictures', 'Skydance Productions', 'Bad Robot', 'TC Productions', 'Revolution Sun Studios', 'Kontsept Film Company']","['Czech Republic', 'United States of America', 'United Arab Emirates']"
Rise of the Guardians,en,61.788035,"['Français', 'English']","['Fantasy', 'Animation', 'Family']",['DreamWorks Animation'],['United States of America']
Fun with Dick and Jane,en,25.159168,['English'],['Comedy'],"['Imagine Entertainment', 'Columbia Pictures Corporation', 'JC 23 Entertainment']",['United States of America']
The Last Samurai,en,52.341226,"['English', '日本語']","['Drama', 'Action', 'War', 'History']","['Cruise/Wagner Productions', 'Warner Bros.', 'Radar Pictures', 'Bedford Falls Company, The']","['Japan', 'United States of America', 'New Zealand']"
Exodus: Gods and Kings,en,101.599427,['English'],"['Adventure', 'Drama', 'Action']","['Scott Free Productions', 'Chernin Entertainment', 'Babieka', 'Volcano Films']","['Spain', 'United Kingdom', 'United States of America']"
Star Trek,en,73.616808,['English'],"['Science Fiction', 'Action', 'Adventure']","['Paramount Pictures', 'Spyglass Entertainment', 'Bad Robot', 'MavroCine Pictures GmbH & Co. KG']","['Germany', 'United States of America']"
Spider-Man,en,82.502566,['English'],"['Fantasy', 'Action']","['Columbia Pictures', 'Marvel Enterprises']",['United States of America']
How to Train Your Dragon 2,en,100.21391,['English'],"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['DreamWorks Animation', 'Mad Hatter Entertainment']",['United States of America']
Gods of Egypt,en,56.257249,['English'],['Fantasy'],"['Summit Entertainment', 'Mystery Clock Cinema', 'Thunder Road Pictures', 'TIK Films', 'Pyramania']","['Australia', 'United States of America']"
Stealth,en,17.88953,"['English', 'Deutsch', '한국어/조선말', 'Pусский', 'Español']",['Action'],"['Laura Ziskin Productions', 'Original Film', 'Columbia Pictures Corporation', 'Phoenix Pictures', 'AFG Talons Productions']",['United States of America']
Watchmen,en,64.798873,['English'],"['Action', 'Mystery', 'Science Fiction']","['Paramount Pictures', 'DC Comics', 'Lawrence Gordon Productions', 'Legendary Pictures', 'Warner Bros.', 'Cruel and Unusual Films']",['United States of America']
Lethal Weapon 4,en,24.855701,"['English', '广州话 / 廣州話', '普通话']","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['Silver Pictures', 'Donner/Shuler-Donner Productions', 'Warner Bros.']",['United States of America']
Hulk,en,34.981698,"['English', 'Español']","['Drama', 'Action', 'Science Fiction']","['Universal Pictures', 'Good Machine', 'Valhalla Motion Pictures', 'Marvel Enterprises']",['United States of America']
G.I. Joe: Retaliation,en,59.325589,['English'],"['Adventure', 'Action', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'Di Bonaventura Pictures', 'Hasbro', 'Skydance Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Saints LA']",['United States of America']
Sahara,en,21.605568,"['English', 'Français', 'العربية']","['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']","['Paramount Pictures', 'Bristol Bay Productions', 'Baldwin Entertainment Group', 'Desertlands Entertainment', 'Mace Neufeld Productions', 'Kanzaman', 'J.K. Livin Productions', 'Moguletta', 'Sahara Productions', 'Babelsberg Film']","['Germany', 'Spain', 'United Kingdom', 'United States of America']"
Final Fantasy: The Spirits Within,en,26.074908,['English'],"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']","['Columbia Pictures', 'Square USA', 'Chris Lee Productions']","['Japan', 'United States of America']"
Captain America: The First Avenger,en,74.506246,"['Français', 'Norsk', 'English']","['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],['United States of America']
The World Is Not Enough,en,39.604363,"['English', 'Pусский']","['Adventure', 'Action', 'Thriller']","['Eon Productions', 'Metro-Goldwyn-Mayer (MGM)']","['United Kingdom', 'United States of America']"
Master and Commander: The Far Side of the World,en,36.973031,"['Français', 'Português', 'English']",['Adventure'],"['Universal Pictures', 'Twentieth Century Fox Film Corporation', 'Samuel Goldwyn Films', 'Miramax']",['United States of America']
The Twilight Saga: Breaking Dawn - Part 2,en,99.687084,['English'],"['Adventure', 'Fantasy', 'Drama', 'Romance']","['Summit Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']",['United States of America']
Happy Feet Two,en,17.7735,['English'],"['Animation', 'Comedy', 'Family']","['Village Roadshow Pictures', 'Warner Bros.', 'Dr D Studios', 'Kennedy Miller Mitchell']",['Australia']
The Incredible Hulk,en,62.898336,"['Português', 'Español', 'English']","['Science Fiction', 'Action', 'Adventure']","['Universal Pictures', 'Marvel Studios', 'Valhalla Motion Pictures', 'MVL Incredible Productions']",['United States of America']
The BFG,en,44.19092,['English'],"['Adventure', 'Family', 'Fantasy']","['Walt Disney Pictures', 'Amblin Entertainment', 'Reliance Entertainment', 'Kennedy/Marshall Company, The', 'Walden Media']","['India', 'United States of America']"
The Revenant,en,100.635882,"['English', 'Français']","['Western', 'Drama', 'Adventure', 'Thriller']","['Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'RatPac Entertainment', 'M Productions', 'Monarchy Enterprises S.a.r.l.']","['Canada', 'Hong Kong', 'Taiwan', 'United States of America']"
Turbo,en,44.765377,['English'],"['Animation', 'Family']",['DreamWorks Animation'],['United States of America']
Rango,en,29.91353,['English'],"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']","['Paramount Pictures', 'Nickelodeon Movies', 'GK Films', 'Blind Wink', 'Paramount Animation']",['United States of America']
Penguins of Madagascar,en,84.366984,['English'],"['Family', 'Animation', 'Adventure', 'Comedy']",['DreamWorks Animation'],['United States of America']
The Bourne Ultimatum,en,45.381501,"['English', 'Français', 'العربية', 'Pусский', 'Español']","['Action', 'Drama', 'Mystery', 'Thriller']","['Universal Pictures', 'The Kennedy/Marshall Company', 'Ludlum Entertainment', 'Motion Picture BETA Produktionsgesellschaft', 'Bourne Again']","['Germany', 'United States of America']"
Kung Fu Panda,en,84.689648,['English'],"['Adventure', 'Animation', 'Family', 'Comedy']",['DreamWorks Animation'],['United States of America']
Ant-Man,en,120.09361,['English'],"['Science Fiction', 'Action', 'Adventure']",['Marvel Studios'],['United States of America']
The Hunger Games: Catching Fire,en,76.310119,['English'],"['Adventure', 'Action', 'Science Fiction']","['Lionsgate', 'Color Force']",['United States of America']
Home,en,63.473086,['English'],"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']","['Twentieth Century Fox Film Corporation', 'DreamWorks Animation']",['United States of America']
War of the Worlds,en,48.572726,['English'],"['Adventure', 'Thriller', 'Science Fiction']","['Paramount Pictures', 'DreamWorks SKG', 'Cruise/Wagner Productions', 'Amblin Entertainment']",['United States of America']
Bad Boys II,en,38.068736,"['English', 'Español']","['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","['Columbia Pictures Corporation', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America']
Puss in Boots,en,20.678787,"['Español', 'English']","['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",['DreamWorks'],['United States of America']
Salt,en,48.829437,"['English', 'Pусский', '한국어/조선말']","['Action', 'Mystery', 'Thriller']","['Columbia Pictures', 'Di Bonaventura Pictures', 'Relativity Media', 'Wintergreen Productions']",['United States of America']
Noah,en,46.115758,['English'],"['Drama', 'Adventure']","['Paramount Pictures', 'Regency Enterprises', 'Protozoa Pictures', 'Disruption Entertainment']",['United States of America']
The Adventures of Tintin,en,89.938296,['English'],"['Adventure', 'Animation', 'Mystery']","['Paramount Pictures', 'Columbia Pictures', 'WingNut Films', 'Amblin Entertainment', 'Nickelodeon Movies', 'Kennedy/Marshall Company, The', 'Hemisphere Media Capital']","['New Zealand', 'United States of America']"
Harry Potter and the Prisoner of Azkaban,en,79.679601,['English'],"['Adventure', 'Fantasy', 'Family']","['1492 Pictures', 'Heyday films', 'Warner Bros.']","['United Kingdom', 'United States of America']"
Australia,en,28.840997,"['English', '日本語']",['Drama'],"['Bazmark Films', 'Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment III', 'ScreenWest']","['Australia', 'United States of America', 'United Kingdom']"
After Earth,en,42.840582,['English'],"['Science Fiction', 'Action', 'Adventure']","['Columbia Pictures', 'Blinding Edge Pictures', 'Overbrook Entertainment']",['United States of America']
Dinosaur,en,26.548594,['English'],"['Animation', 'Family']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America']
Night at the Museum: Secret of the Tomb,en,115.597753,['English'],"['Adventure', 'Comedy', 'Fantasy', 'Family']","['Twentieth Century Fox Film Corporation', '1492 Pictures', '21 Laps Entertainment', 'Moving Picture Company (MPC)', 'TSG Entertainment']","['United Kingdom', 'United States of America']"
Megamind,en,68.757242,['English'],"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",['DreamWorks Animation'],['United States of America']
Harry Potter and the Philosopher's Stone,en,109.984351,['English'],"['Adventure', 'Fantasy', 'Family']","['1492 Pictures', 'Warner Bros.', 'Heyday Films']","['United Kingdom', 'United States of America']"
R.I.P.D.,en,39.448066,['English'],"['Fantasy', 'Action', 'Comedy', 'Crime']","['Universal Pictures', 'Original Film', 'Dark Horse Entertainment']",['United States of America']
Pirates of the Caribbean: The Curse of the Black Pearl,en,271.972889,['English'],"['Adventure', 'Fantasy', 'Action']","['Walt Disney Pictures', 'Jerry Bruckheimer Films']",['United States of America']
